id,description
1006-4262,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4262"
1006-4317,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4317"
1006-4336,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4336"
1006-4360,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4360"
1006-4407,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4407"
1006-4428,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4428"
1006-4541,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4541"
1006-4550,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4550"
1006-4559,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4559"
1006-4636,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4636"
1006-4640,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4640"
1006-4641,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4641"
1006-4642,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4642"
1006-4643,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4643"
1006-4652,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4652"
1006-4657,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4657"
1006-4660,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4660"
1006-4661,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4661"
1006-4662,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4662"
1006-4665,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4665"
1006-4862,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4862"
1006-4865,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4865"
1006-4874,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4874"
1006-4877,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4877"
1006-4987,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4987"
1006-4995,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris 4995"
1006-BLANC,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris BLANC"
1006-ECRU,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris ECRU"
1006-NOIR,"Fil à coudre DMC épais 100% polyester, grosseur 20 (Nm 30/3) - Idéal tissus épais et lourds (jean, cuir), coloris NOIR"
68274,"Aiguille circulaire en bambou BOHIN, 80cm, n°5 - Pointes lisses pour un tricot fluide"
68270,"Aiguille circulaire en bambou BOHIN, 80cm, n°3 - Pointes lisses pour un tricot fluide"
68271,"Aiguille circulaire en bambou BOHIN, 80cm, n°3.5 - Pointes lisses pour un tricot fluide"
68910,"Aiguille circulaire en bois BOHIN, 80cm, n°3 - Pointes lisses pour un tricot fluide"
68909,"Aiguille circulaire en bois BOHIN, 80cm, n°2.5 - Pointes lisses pour un tricot fluide"
68310,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68301,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68302,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68303,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68304,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68305,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68306,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68307,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68308,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68309,"Aiguille à tricoter droite en bois BOHIN, 40cm"
68300,"Aiguille à tricoter droite en bois BOHIN, 40cm"
CAT_170,"Catalogue papier Plassard ""Best Of Homme"" N°170 : modèles tricot/crochet homme"
CATAL_CB,Catalogue papier Cheval Blanc présentant les nouveaux fils et modèles tricot de la collection
CAT_44,Catalogue papier Cheval Blanc - Été N°44 - Nouveaux fils et modèles tricot de la saison
CAT_27,Catalogue papier Cheval Blanc - Été N°27 - Nouveaux fils et modèles tricot de la saison
CAT_41,Catalogue papier Cheval Blanc - Collection Femme Venise N°41 - Nouveaux fils et modèles tricot
CAT_40,Catalogue papier Cheval Blanc - Hiver 21-22 N°40 - Nouveaux fils et modèles tricot de la saison
CAT_42,Catalogue papier Cheval Blanc - Hiver 21-22 N°42 - Nouveaux fils et modèles tricot de la saison
CAT_43,Catalogue papier Cheval Blanc - Layette N°43 - Nouveaux fils et modèles tricot de la saison
CATAL_Y9651,Catalogue papier DMC : modèles tricot/crochet et nuancier de coloris de la saison
CATAL_Y9652,Catalogue papier DMC : modèles tricot/crochet et nuancier de coloris de la saison
15581,Catalogue papier DMC : modèles tricot/crochet et nuancier de coloris de la saison
15585_1,Catalogue papier DMC : modèles tricot/crochet et nuancier de coloris de la saison
CATAL_14951,"Catalogue papier DMC, collection Natura : modèles tricot/crochet et nuancier de la gamme Natura"
CATAL_15227,"Catalogue papier DMC, collection Natura XL : modèles tricot/crochet et nuancier de la gamme Natura XL"
15581_1,"Catalogue papier DMC, collection Wonder Wool : modèles tricot/crochet et nuancier de la gamme"
CAT_183,"Catalogue papier Plassard ""Enfants Hiver"" N°183 : modèles tricot/crochet enfant"
CAT_192,"Catalogue papier Plassard ""Femme Été"" N°192 : modèles tricot/crochet femme"
CAT_173,"Catalogue papier Plassard ""Femme/Homme Intemporel Hiver"" N°173 : modèles tricot/crochet"
CAT_177,"Catalogue papier Plassard ""Grandes Tailles Tricot Femme"" N°177"
CAT_193,"Catalogue papier Plassard ""Layette/Enfants Été"" N°193 : modèles tricot/crochet layette et enfant"
15826_1,"Catalogue papier DMC ""4 projets crochet accessoires"" avec la gamme Natura"
15571,"Catalogue papier DMC ""Natura Enfant N°11"" : modèles tricot/crochet enfant avec la gamme Natura"
CAT_178,Catalogue papier Plassard N°178 : modèles tricot/crochet de la saison
CAT_184,"Catalogue papier Plassard ""Spécial Crochet Femme"" N°184"
8143ASS,"Coffret DMC ""Happy Chenille"", 25 pelotes assorties de fil chenille pour tricot/crochet"
00D022,"Fil à crocheter DMC Cébélia : 100% coton d'Écosse longues fibres, double mercerisé, pelote 50g - Existe en 4 grosseurs (10/20/30/40), pour napperons, dentelle et décoration textile"
U1888_225,"Crochet acier DMC n°2.25, pour fils fins (dentelle, coton à crocheter)"
U1888_275,"Crochet acier DMC n°2.75, pour fils fins (dentelle, coton à crocheter)"
U1888_2,"Crochet acier DMC n°2, pour fils fins (dentelle, coton à crocheter)"
U1888_3,"Crochet acier DMC n°3, pour fils fins (dentelle, coton à crocheter)"
NE082,Crochet aluminium 7mm - Pour fils épais type RibbonXL ou grosse laine
U1953_10,Crochet aluminium DMC n°10 à manche ergonomique
U1953_35,Crochet aluminium DMC n°3.5 à manche ergonomique
U1953_4,Crochet aluminium DMC n°4
U1953_45,Crochet aluminium DMC n°4.5
U1953_5,Crochet aluminium DMC n°5
U1953_6,Crochet aluminium DMC n°6
U1953_9,Crochet aluminium DMC n°9
68244,"Crochet en bambou BOHIN, n°10 - Léger et doux au toucher"
68236,"Crochet en bambou BOHIN, n°6 - Léger et doux au toucher"
68238,"Crochet en bambou BOHIN, n°7 - Léger et doux au toucher"
68240,"Crochet en bambou BOHIN, n°8 - Léger et doux au toucher"
68321,"Crochet en bois BOHIN, 15cm"
68322,"Crochet en bois BOHIN, 15cm"
68323,"Crochet en bois BOHIN, 15cm"
68311,"Crochet en bois BOHIN, 15cm"
68312,"Crochet en bois BOHIN, 15cm"
68313,"Crochet en bois BOHIN, 15cm"
68314,"Crochet en bois BOHIN, 15cm"
68315,"Crochet en bois BOHIN, 15cm"
68316,"Crochet en bois BOHIN, 15cm"
68317,"Crochet en bois BOHIN, 15cm"
68318,"Crochet en bois BOHIN, 15cm"
68319,"Crochet en bois BOHIN, 15cm"
68320,"Crochet en bois BOHIN, 15cm"
U1888_075,Crochet DMC n°0.75
U1958_12,"Crochet bambou DMC n°12, léger et doux au toucher"
U1953_7,Crochet DMC n°7
U1953_8,Crochet DMC n°8
NE045,Crochet plastique 4mm - Pour fils fins à moyens
NE041,Crochet plastique 6mm - Pour fils moyens à épais type coton recyclé
PRY431700,"Lot de 2 doigtiers plastique pour le tricot, protègent les doigts lors du tricotage"
9235165,Lot de 3 enfile-aiguilles acier Milward
PAK248,"Kit cadre décoratif Neom : cadre en plastique recyclé fabriqué au Portugal, à habiller au crochet (fil RibbonXL ou Zpagetti conseillé) ou en macramé (Spesso Chunky Cotton)"
PAK347,"Kit crochet 3 mini amigurumis Farm Friends (agneau, vache, cochon) - Fil Eco Barbante Lisboa (coton recyclé), crochet 3mm, patron multilingue inclus"
2239021,"Kit de 6 crochets Soft Grip Milward, manche ergonomique, tailles 2,5 à 5mm"
U2366,Kit d'accessoires à feutrer DMC : laine cardée et matériel pour réaliser des petits objets en feutrage à l'aiguille
CR133K,"Kit amigurumi crochet DMC ""Coraux"" : fil, patron et matériel pour réaliser des coraux décoratifs au crochet"
CR134K,"Kit amigurumi crochet DMC ""Crabe"" : fil, patron et matériel pour réaliser un crabe en amigurumi"
PAK362,"Kit crochet amigurumi Boo le Fantôme d'Halloween - Fil Eco Barbante Milano (coton recyclé), crochet 4mm, patron inclus"
PAK367,"Kit crochet amigurumi Fritz le Casse-Noisette de Noël - Fil Eco Barbante (coton recyclé), crochet, patron multilingue inclus"
PAK369,"Kit crochet amigurumi Shelfy l'Elfe, assistant du Père Noël - Fil Eco Barbante (coton recyclé), crochet, patron inclus"
PAK130,"Kit crochet amigurumi Lewy l'Agneau - Fil Eco Barbante Milano (coton recyclé), crochet, patron en anglais/allemand/néerlandais - Taille finie env. 17cm"
PAK149,"Kit crochet amigurumi Rue le Renne - Fil recyclé, crochet, grelot et patron multilingue (anglais, allemand, français, espagnol) inclus"
CR137K,"Kit amigurumi crochet DMC ""Champignon"" : fil, patron et matériel pour réaliser un champignon en amigurumi"
CR129K,"Kit crochet DMC ""Bouquet"" : fil, patron et matériel pour réaliser un bouquet de fleurs au crochet"
KIT_BONNET,"Kit tricot/crochet Plassard pour réaliser un bonnet, fil et patron inclus"
CR105K,"Kit crochet DMC ""Set de table"" : fil, patron et matériel pour réaliser un set de table au crochet"
CR108K,"Kit crochet DMC ""Tenture Girafe"" : fil, patron et matériel pour réaliser une tenture murale girafe au crochet"
FE_DMC,Kit de feutrage DMC : laine et matériel de base pour s'initier à la technique du feutrage
PAK244,"Kit crochet tapis rond Volterra - Grande quantité de fil RibbonXL (env. 3,8kg), crochet et patron inclus - Fabriqué au Portugal à partir de matières recyclées"
U2367,"Kit laine à feutrer DMC, 5 couleurs assorties, pour le feutrage à sec (feutrage à l'aiguille) ou humide"
PAK070,Kit crochet panier de rangement Zpagetti - Fil Zpagetti (coton recyclé) et patron inclus
PAK147,"Kit crochet amigurumi Père Noël Claus - Fil Eco Barbante (3 pelotes 50g, coloris Ruby/Lotus/Almond), crochet 4mm, patron inclus - Taille finie env. 17cm"
TR110K,"Kit tricot DMC ""Couverture Bébé"" : laine, patron et matériel pour tricoter une couverture de naissance"
15657_DMC,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""100% Baby Cotton"", avec explications pas-à-pas"
15733_DMC,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Baby Cotton"", avec explications pas-à-pas"
15689,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Knitty Pop"", avec explications pas-à-pas"
15678,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura Just Cotton"", avec explications pas-à-pas"
15680,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura Just Cotton Medium"", avec explications pas-à-pas"
15732_DMC,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura Multi"", avec explications pas-à-pas"
15742D_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Andes Mod 7239"", avec explications pas-à-pas"
15742B_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Andes Mod 7242"", avec explications pas-à-pas"
15742A_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Andes Mod 7243"", avec explications pas-à-pas"
15743D,Fiche modèle (leaflet) DMC : patron tricot/crochet avec explications pas-à-pas
15875_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Eco Vita T Shirt"", avec explications pas-à-pas"
15918_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Good Night Nova Vita 4"", avec explications pas-à-pas"
15747B_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Knitty 10 Modele 7224"", avec explications pas-à-pas"
15631A_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Knitty 6 Couverture Tricot N°7220"", avec explications pas-à-pas"
15704,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Laine Ankara"", avec explications pas-à-pas"
15701,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Laine Pirouette"", avec explications pas-à-pas"
15681L_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura Lin"", avec explications pas-à-pas"
15761C_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura N°7370 Pull Tricot"", avec explications pas-à-pas"
15762C_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura Xl 11020"", avec explications pas-à-pas"
15921_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Nature Nova Vita 4"", avec explications pas-à-pas"
15716D_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Revelation Glitter"", avec explications pas-à-pas"
15708D_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Teddy"", avec explications pas-à-pas"
15708C_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Teddy"", avec explications pas-à-pas"
15761B_1,"Fiche modèle (leaflet) DMC : patron tricot/crochet ""Natura N°7367 Gilet Crochet"", avec explications pas-à-pas"
99060,"Lot de 30 marqueurs de mailles plastique BOHIN, pour repérer points et rangs en tricot/crochet"
71946,"Œillets Bohin 8mm avec rondelle, coloris bronze, lot de 20 + jeu de pose"
99056,"Protège-pointes BOHIN modèle ""mains"", pour aiguilles n°2 à 7 - Lot de 3 paires, empêche les mailles de glisser et sécurise le rangement"
FL008,"Rembourrage/ouate 250g, 85% coton recyclé / 15% autres fibres - Lavable en machine à basse température - Idéal amigurumis, peluches"
FL010_16,"Rembourrage coton recyclé 1kg, 85% coton / 15% autres fibres, coloris noir - Format économique (env. 8 amigurumis)"
FL010_02,"Rembourrage coton recyclé 1kg, 85% coton / 15% autres fibres, coloris blanc - Format économique (env. 8 amigurumis)"
PRY968210,"Rembourrage souple blanc pour peluches, coussins et amigurumis"
PRY624170,"Tricotin à manivelle Maxi (coloris bleu) : le plus grand tricotin semi-automatique Prym, 44 mailles en circulaire / 40 à plat - Pour bonnets, snoods, housses de coussin"
U1965,"Trousse de 5 crochets DMC, tailles de 3 à 8mm"
9464206,Lot de 2 boucles porte-jarretelles plastique noir Milward
9464190,Lot de 2 boucles porte-jarretelles plastique blanc Milward
15426_1,"Livret DMC ""Catalogue Printemps/Été N°4 - Natura Lin"" : 12 modèles tricot/crochet avec le fil Natura Linen"
300.84,"Livre ""Crochet Mode Toute Saison"" - Bergère de France : modèles crochet vêtements pour toutes saisons"
15934_1,"Livret DMC ""Eco Vita 3 Multicolor 2026"" : modèles tricot/crochet avec le fil recyclé Eco Vita 3, coloris multicolores"
307427,"Livre ""Mailles d'Été au Crochet"" - Phildar : modèles crochet légers pour l'été"
15626D,"Livret DMC ""Mini Motifs Point de Croix"" : recueil de petites grilles à broder au point de croix"
15933_1,"Livret DMC ""6 projets Tricot & Crochet - Eco Vita 3"" : modèles à réaliser avec le fil recyclé Eco Vita 3"
15691_1,"Livret A5 Hoooked Lurex : 4 modèles à réaliser avec le fil Hoooked Lurex (pochette, panier de rangement, set de table, coussin)"
15824_1,"Livret DMC ""Papa et Moi - Natura Denim"" : modèles tricot/crochet assortis parent-enfant avec le fil Natura Denim"
15823_1,"Livret DMC ""Maman & Moi - Natura"" : modèles tricot/crochet assortis parent-enfant avec le fil Natura"
15893_1,"Livret DMC ""Eco Vita - 12 projets Crochet et Tricot"" : modèles à réaliser avec la gamme de fils recyclés Eco Vita"
15929_1,"Livret DMC ""Eco Vita 4 Métallisé - La Magie de Noël"" : modèles tricot/crochet de saison avec le fil Eco Vita 4 pailleté"
17002_22,"Livret DMC ""Feutrage - Cactus et Succulentes"" : modèles à réaliser en feutrage à l'aiguille"
17003_22,"Livret DMC ""Feutrage - Embellissement Fleuri"" : modèles de fleurs à réaliser en feutrage à l'aiguille"
15777_22,"Livret DMC ""Happy Chenille N°6 - Les Oursons"" : modèles d'oursons en amigurumi avec le fil chenille Happy Chenille"
15776_22,"Livret DMC ""Happy Chenille N°5 - La Vie au Jardin"" : modèles sur le thème du jardin avec le fil chenille Happy Chenille"
15771_1,"Livret DMC ""Home Déco - Nova Vita 4"" : modèles de décoration intérieure avec le fil recyclé Nova Vita 4"
15849_1,"Livret DMC ""Magnum Tweed"" : modèles tricot/crochet réalisés avec le fil grand format Magnum Tweed"
15772_22,"Livret DMC N°11 ""Amigurumi Objets Vintage - Happy Cotton"" : modèles d'objets vintage en amigurumi avec le fil Happy Cotton"
15727_22,"Livret DMC N°1 ""Créatures Éthériennes - Happy Chenille"" : modèles de créatures fantastiques en amigurumi avec le fil Happy Chenille"
15896_1,"Livret DMC ""Natura - 12 modèles"" : modèles tricot/crochet réalisés avec le fil Natura"
15825_1,"Livret DMC ""Natura Baby"" : modèles layette tricot/crochet avec le fil Natura"
15830_1,"Livret DMC ""Natura XL - Crochet & Tricot"" : modèles réalisés avec le fil Natura XL"
15911_1,"Livret DMC ""Nova Vita 4 - 6 projets"" : modèles à réaliser avec le fil recyclé Nova Vita 4"
15728_22,"Livret DMC N°2 ""Dinosaures - Happy Chenille"" : modèles de dinosaures en amigurumi avec le fil Happy Chenille"
15729_22,"Livret DMC N°3 ""Petits Amis - Happy Chenille"" : modèles de petits personnages en amigurumi avec le fil Happy Chenille"
15626A,"Livret DMC ""Point de Croix - Abécédaire"" : grilles de lettres à broder au point de croix"
15890_1,"Livret DMC ""Raphia N°1 - Hats & Bags"" : modèles de chapeaux et sacs réalisés avec le fil effet raphia"
15851_1,"Livret DMC ""Spécial Bébé - 16 projets tricot"" : modèles layette à tricoter"
15847_1,"Livret DMC ""Wolly Homme"" : modèles tricot pour homme"
PRY225170,"Dérouleur de pelote en bois, maintient la pelote de laine pendant le tricot ou le crochet et évite qu'elle roule"
PERLE_8B_DMC,"Coton perlé DMC N°8, pelote - Fil 100% coton mercerisé non divisible, torsadé et brillant, pour broderie fine et crochet"
BABY_AQUA_DMC,"Pelote DMC 100% Baby Aquarelle, 50g - Fil mérinos doux dégradé, pour layette et vêtements bébé"
BABY_MERINO_DMC,"Pelote DMC 100% Baby Merino - Laine mérinos douce et hypoallergénique, pour layette et vêtements bébé"
ALABAMA_K,"Fil 50% coton / 50% acrylique à l'aspect mat, pelote de 50g / 105m. Se tricote avec des aiguilles 3,5–4 mm ou crochet 4 mm. Échantillon 10x10 cm : 19 mailles x 26 rangs. Lavage machine 30°C."
ALGASOIE,"Pelote Algasoie Plassard : 70% alpaga / 30% soie, 25g/210m, aiguilles dès 3,5mm - Fil léger et doux, marque française depuis 1879"
ANKARA_DMC,"Pelote de laine Ankara DMC : 70% acrylique / 30% mohair, effet duveteux et chaleureux"
BALADE,"Fil chaussette 75% laine mérinos superwash / 25% polyamide - 100g/420m - Aiguilles n°2,5-3 - Lavable machine 30°C"
BALADE_ECO,"Fil chaussette écologique (fibres recyclées) 70% laine / 25% polyamide / 5% autres fibres - 100g/420m - Aiguilles n°2,5-3"
BAMBI_K,"Laine douce et chaude au toucher velours, pour vêtements et accessoires de décoration pour la maison.

🧶​ 100 g - 120 m 
Aiguilles  n° 6 / 6.5 - Crochet n° 6
100% Polyester 
37 coloris disponibles 
échantillon :  10 mailles par 15 rangs 
lavable : 40° 
4 pelotes pour un pull T42 au tricot "
DOUDOU_DMC,"Pelote DMC Blanket Doudou, 300g, 100% polyester - Fil extra-doux et épais façon peluche, pour couvertures et amigurumis"
BRIDE_CB,"Fil fin et brillant 100% polyester, à associer à une autre laine - 25g/200m - Aiguilles n°5"
CANDY,Pelote de laine DMC Candy : fil fantaisie multicolore pour petits accessoires tricot/crochet
CAPRI_TONES_K,"Coton 100% mercerisé à effet délavé mêlant plusieurs tonalités d'une même couleur, pelote de 50g / 125m. Se tricote avec des aiguilles 2,5–3 mm ou crochet 2 mm. Lavage machine 30°C."
COCKTAIL_P,"Pelote Cocktail Plassard : 70% coton / 30% polyester, 50g/105m"
COMBINE_K,"Fil ruban en viscose discontinue très léger avec effet scintillant, conçu pour être tricoté en association avec d'autres fils. Se tricote avec des aiguilles 3,5 mm. Échantillon 10x10 cm : 35 mailles x 44 rangs."
COMETE_CB,"Fil d'été léger avec fil lurex, 48% acrylique / 47% coton / 5% polyester - 50g/130m - Aiguilles n°3-3,5"
DIGITALIS,"Pelote de coton Digitalis Plassard, 50g/120m"
MENFIS_K,"Coton 100% multicolore brillant, pelote de 100g / 240m. Se tricote avec des aiguilles 2,5–3,5 mm ou crochet 2–2,5 mm. Échantillon 10x10 cm : 24 mailles x 34 rangs. Lavage machine 30°C."
CAPRI_K,"Coton 100% mercerisé léger et brillant, pelote de 50g / 125m. Se tricote avec des aiguilles 2,5–3 mm ou crochet 2 mm. Échantillon 10x10 cm : 26 mailles x 36 rangs. Lavage machine 30°C."
LAVANDULA,"Pelote de coton Lavandula Plassard, grand format 200g/700m"
BRIO_DMC,"Pelote de laine Brio DMC : mélange acrylique/laine multicolore effet dégradé, pelote 100g/345m, aiguilles/crochet 4mm"
FAUVE_CB,"Fil effet fausse fourrure 100% polyester, très doux - 50g/20m - Aiguilles n°7"
NATURA_DMC,"Pelote de laine Natura DMC : 100% coton, 50g - Fil doux et mat, idéal vêtements été et layette"
NATURA_MED_DMC,"Pelote de laine Natura Medium DMC : 100% coton, 50g, version plus épaisse que la Natura classique"
NATURA_XL_DMC,"Pelote de laine Natura XL DMC : 100% coton, 100g, version grand format de la gamme Natura"
REVELATION_DMC,"Pelote de laine Revelation DMC : 80% acrylique / 20% laine, pelote ""cake"" 150g/520m, aiguilles/crochet 4mm, effet dégradé de couleurs"
REVELATION_GLI_DMC,"Pelote de laine Revelation Glitter DMC : version pailletée de la Revelation (80% acrylique/20% laine), 150g, effet dégradé scintillant"
SALSA_CB,"Fil d'été aspect velours, 60% coton / 40% acrylique - 50g/110m - Aiguilles n°3,5-4"
VELVET_DMC,"Le velours est un fil extrêmement chaud et doux. Son effet chenille unique le rend idéal pour les pulls, cardigans et doudous.

🧶​100g  - 100m 
100% Polyester 
Aiguilles / crochet n° 6
16 coloris disponibles 
échantillon : 10 mailles sur 17 rangs 
lavable : 40°"
ECO_VITA12_DMC,"Pelote Eco Vita 12 DMC : fil tubulaire 80% matières recyclées, 250g/55m, aiguilles/crochet 12mm - Pour paniers, coussins, macramé"
ECO_VITA3_DMC,"Pelote Eco Vita 3mm DMC : fil tubulaire recyclé, 100g, aiguilles/crochet adaptées à l'épaisseur 3mm"
ECO_VITA3_MULT_DMC,"Pelote Eco Vita 3mm DMC, coloris multicolore : fil tubulaire recyclé, 100g"
ECO_VITA4_COLO_DMC,"Pelote Eco Vita 4 Color DMC : fil tubulaire recyclé, 250g, version colorée/chinée"
ECO_VITA4_DMC,"Pelote Eco Vita 4 DMC : fil tubulaire recyclé, 250g, coloris uni"
ECO_VITA4_MULTI,"Pelote Eco Vita 4 DMC, coloris multicolore : fil tubulaire recyclé, 250g"
ECO_VITA4_XMAS_DMC,"Pelote Eco Vita 4 DMC, édition Noël : fil tubulaire recyclé, 250g, coloris de saison"
T_SHIRT_DMC,"Pelote Eco Vita fil T-Shirt DMC, 450g : fil recyclé façon trapilho, pour tricot/crochet/macramé d'accessoires déco (paniers, coussins, sacs)"
RAFFIA,"Pelote Eco Vita Raffia DMC : fil plat effet raphia, pour accessoires d'été et déco"
TAPE_YARN_DMC,"Pelote Eco Vita Tape Yarn DMC, 250g/120m : fil tubulaire 80% coton recyclé/20% polyester recyclé, crochet/aiguilles 10-12mm, pour paniers, coussins et sacs"
FILEAU,"Fil éponge 100% polyester pour éponges et gants de toilette - 100g/85m - Aiguilles n°4-4,5"
FUNNY_AZTECA_K,"Fil 53% laine vierge / 47% acrylique à effet multicolore jaspé, pelote de 100g / 180m. Se tricote avec des aiguilles 5–5,5 mm ou crochet 6–7 mm. Échantillon 10x10 cm : 17 mailles x 23 rangs. Lavage machine 30°C programme laine."
GEISHA,"Pelote Geisha Plassard : 100% soie (bourrette de soie), 50g/200m - Fil noble et brillant"
CHENILLE_DMC,"Pelote Happy Chenille DMC, 15g : fil chenille doux façon peluche, pour petits accessoires et amigurumis"
HAPPY_COTTON_DMC,"Pelote Happy Cotton DMC, 20g, 100% coton : fil pour amigurumis et petits accessoires"
INGENUA_K,"Fil 78% mohair / 13% polyamide / 9% laine mérinos au poil long et aérien, pelote de 50g / 140m. Se tricote avec des aiguilles 5–5,5 mm. Échantillon 10x10 cm : 16 mailles x 20 rangs. Lavage machine 30°C programme délicat."
INSTAGRANNY,"Fil 100% mérinos présenté en 3 cycles de couleurs pour crocheter 3 granny squares identiques sans changer de pelote, pelote de 50g / 95m. Se travaille avec des aiguilles 5–6 mm ou crochet 5–5,5 mm."
KNITTY_6_DMC,"Pelote Knitty 6 DMC, 100% acrylique, 100g"
LILIUM,"Pelote de laine Lilium Plassard : 55% coton / 45% viscose, 50g/170m"
AMBRE_CB,"Fil fin d'été bambou/coton, 70% viscose de bambou / 30% coton - 50g/150m - Aiguilles n°2,5-3"
ANDES,"Pelote de laine Andes DMC : mélange acrylique/polyamide/alpaga, aiguilles et crochet n°5, texture douce et résistante"
AZULEJO_K,"Fil fantaisie 65% acrylique, 17% polyamide, 11% laine, 7% alpaga, pelote de 100g / 130m. Se tricote avec des aiguilles 6–7 mm. Échantillon 10x10 cm : 12 mailles x 17 rangs. Lavage machine 30°C."
