ref,date_premiere_apparition,source
480042,2020-01-01,baseline_lancement
480043,2020-01-01,baseline_lancement
480045,2020-01-01,baseline_lancement
480046,2020-01-01,baseline_lancement
480048,2020-01-01,baseline_lancement
480051,2020-01-01,baseline_lancement
480055,2020-01-01,baseline_lancement
480056,2020-01-01,baseline_lancement
480057,2020-01-01,baseline_lancement
480060,2020-01-01,baseline_lancement
480062,2020-01-01,baseline_lancement
480063,2020-01-01,baseline_lancement
480064,2020-01-01,baseline_lancement
480065,2020-01-01,baseline_lancement
480259,2020-01-01,baseline_lancement
480842,2020-01-01,baseline_lancement
480844,2020-01-01,baseline_lancement
4839,2020-01-01,baseline_lancement
4877,2020-01-01,baseline_lancement
4877497,2020-01-01,baseline_lancement
4919,2020-01-01,baseline_lancement
500010.015,2020-01-01,baseline_lancement
5000439,2020-01-01,baseline_lancement
500807,2020-01-01,baseline_lancement
500808,2020-01-01,baseline_lancement
500810,2020-01-01,baseline_lancement
500811,2020-01-01,baseline_lancement
5010_50,2020-01-01,baseline_lancement
5020_50,2020-01-01,baseline_lancement
5021,2020-01-01,baseline_lancement
50272,2020-01-01,baseline_lancement
50272D,2020-01-01,baseline_lancement
50273,2020-01-01,baseline_lancement
503,2020-01-01,baseline_lancement
5039,2020-01-01,baseline_lancement
504,2020-01-01,baseline_lancement
50406,2020-01-01,baseline_lancement
50408D,2020-01-01,baseline_lancement
50410,2020-01-01,baseline_lancement
50410D,2020-01-01,baseline_lancement
50412,2020-01-01,baseline_lancement
50412D,2020-01-01,baseline_lancement
50414,2020-01-01,baseline_lancement
50414D,2020-01-01,baseline_lancement
504389,2020-01-01,baseline_lancement
508.8822,2020-01-01,baseline_lancement
509.212,2020-01-01,baseline_lancement
509.8822,2020-01-01,baseline_lancement
510,2020-01-01,baseline_lancement
510045,2020-01-01,baseline_lancement
510107,2020-01-01,baseline_lancement
5310_35,2020-01-01,baseline_lancement
5310_40,2020-01-01,baseline_lancement
5310_50,2020-01-01,baseline_lancement
5310_60,2020-01-01,baseline_lancement
542486,2020-01-01,baseline_lancement
542487,2020-01-01,baseline_lancement
5442_50,2026-08-18,git_reconstruit
545901,2020-01-01,baseline_lancement
545902,2020-01-01,baseline_lancement
5500,2020-01-01,baseline_lancement
560028,2020-01-01,baseline_lancement
560072,2020-01-01,baseline_lancement
560073,2020-01-01,baseline_lancement
560074,2020-01-01,baseline_lancement
560077_U,2020-01-01,baseline_lancement
560078_U,2020-01-01,baseline_lancement
560080,2020-01-01,baseline_lancement
560080_U,2020-01-01,baseline_lancement
560081,2020-01-01,baseline_lancement
560082,2020-01-01,baseline_lancement
560083,2020-01-01,baseline_lancement
560084,2020-01-01,baseline_lancement
560087,2020-01-01,baseline_lancement
560088,2020-01-01,baseline_lancement
560089,2020-01-01,baseline_lancement
560090,2020-01-01,baseline_lancement
560091,2020-01-01,baseline_lancement
560093,2020-01-01,baseline_lancement
560094,2020-01-01,baseline_lancement
560095,2020-01-01,baseline_lancement
560096,2020-01-01,baseline_lancement
560097,2020-01-01,baseline_lancement
560098,2020-01-01,baseline_lancement
560099,2020-01-01,baseline_lancement
560100,2020-01-01,baseline_lancement
560103,2020-01-01,baseline_lancement
560104,2020-01-01,baseline_lancement
560105,2020-01-01,baseline_lancement
560109,2020-01-01,baseline_lancement
560111,2020-01-01,baseline_lancement
560112,2020-01-01,baseline_lancement
560113,2020-01-01,baseline_lancement
560114,2020-01-01,baseline_lancement
560115,2020-01-01,baseline_lancement
560117,2020-01-01,baseline_lancement
560118,2020-01-01,baseline_lancement
560119,2020-01-01,baseline_lancement
560120,2020-01-01,baseline_lancement
560124,2020-01-01,baseline_lancement
560125,2020-01-01,baseline_lancement
560128,2020-01-01,baseline_lancement
560129,2020-01-01,baseline_lancement
560131,2020-01-01,baseline_lancement
560132,2020-01-01,baseline_lancement
560135,2020-01-01,baseline_lancement
560136,2020-01-01,baseline_lancement
560137,2020-01-01,baseline_lancement
560138,2020-01-01,baseline_lancement
560139,2020-01-01,baseline_lancement
560140,2020-01-01,baseline_lancement
560141,2020-01-01,baseline_lancement
560142,2020-01-01,baseline_lancement
560144,2020-01-01,baseline_lancement
560145,2020-01-01,baseline_lancement
560147,2020-01-01,baseline_lancement
560149,2020-01-01,baseline_lancement
560150,2020-01-01,baseline_lancement
560151,2020-01-01,baseline_lancement
560153,2020-01-01,baseline_lancement
560154,2020-01-01,baseline_lancement
560166,2020-01-01,baseline_lancement
560169,2020-01-01,baseline_lancement
560170,2020-01-01,baseline_lancement
560171,2020-01-01,baseline_lancement
560172,2020-01-01,baseline_lancement
560173,2020-01-01,baseline_lancement
560174,2020-01-01,baseline_lancement
560178,2020-01-01,baseline_lancement
560179,2020-01-01,baseline_lancement
560180,2026-08-18,git_reconstruit
560192,2020-01-01,baseline_lancement
560193,2020-01-01,baseline_lancement
560198,2020-01-01,baseline_lancement
5638474,2020-01-01,baseline_lancement
568,2020-01-01,baseline_lancement
57,2020-01-01,baseline_lancement
59106,2020-01-01,baseline_lancement
59106_50,2026-09-08,git_reconstruit
605,2020-01-01,baseline_lancement
610,2020-01-01,baseline_lancement
61010,2020-01-01,baseline_lancement
61015,2020-01-01,baseline_lancement
6101_12,2020-01-01,baseline_lancement
61041,2020-01-01,baseline_lancement
610475,2020-01-01,baseline_lancement
61054,2020-01-01,baseline_lancement
61090,2020-01-01,baseline_lancement
611387,2020-01-01,baseline_lancement
611388,2020-01-01,baseline_lancement
612545,2020-01-01,baseline_lancement
6135L_5,2020-01-01,baseline_lancement
6140,2026-08-18,git_reconstruit
61510,2020-01-01,baseline_lancement
615101,2020-01-01,baseline_lancement
615108,2020-01-01,baseline_lancement
615130,2020-01-01,baseline_lancement
615132,2020-01-01,baseline_lancement
61515,2020-01-01,baseline_lancement
61518,2020-01-01,baseline_lancement
61530,2020-01-01,baseline_lancement
61533,2020-01-01,baseline_lancement
61538,2020-01-01,baseline_lancement
61541,2020-01-01,baseline_lancement
61543,2020-01-01,baseline_lancement
61551,2020-01-01,baseline_lancement
61554,2020-01-01,baseline_lancement
61590,2020-01-01,baseline_lancement
61594,2020-01-01,baseline_lancement
616,2020-01-01,baseline_lancement
61793,2020-01-01,baseline_lancement
61795,2020-01-01,baseline_lancement
621,2020-01-01,baseline_lancement
6216401,2020-01-01,baseline_lancement
622,2020-01-01,baseline_lancement
622.75,2020-01-01,baseline_lancement
6220,2020-01-01,baseline_lancement
6230_40.2,2020-01-01,baseline_lancement
62400,2020-01-01,baseline_lancement
62401,2020-01-01,baseline_lancement
62402,2020-01-01,baseline_lancement
62403,2020-01-01,baseline_lancement
62404,2020-01-01,baseline_lancement
62405,2020-01-01,baseline_lancement
62406,2020-01-01,baseline_lancement
62407,2020-01-01,baseline_lancement
62408,2020-01-01,baseline_lancement
62409,2020-01-01,baseline_lancement
62410,2020-01-01,baseline_lancement
62411,2020-01-01,baseline_lancement
62412,2020-01-01,baseline_lancement
62413,2020-01-01,baseline_lancement
62414,2020-01-01,baseline_lancement
624142,2020-01-01,baseline_lancement
62415,2020-01-01,baseline_lancement
62416,2020-01-01,baseline_lancement
624160,2020-01-01,baseline_lancement
62420,2020-01-01,baseline_lancement
62421,2020-01-01,baseline_lancement
62422,2020-01-01,baseline_lancement
62423,2020-01-01,baseline_lancement
62424,2020-01-01,baseline_lancement
62425,2020-01-01,baseline_lancement
62426,2020-01-01,baseline_lancement
62427,2020-01-01,baseline_lancement
62428,2020-01-01,baseline_lancement
62429,2020-01-01,baseline_lancement
62430,2020-01-01,baseline_lancement
62491,2020-01-01,baseline_lancement
62493,2020-01-01,baseline_lancement
625,2020-01-01,baseline_lancement
62502,2020-01-01,baseline_lancement
62503,2020-01-01,baseline_lancement
62515,2020-01-01,baseline_lancement
62521,2020-01-01,baseline_lancement
62539,2020-01-01,baseline_lancement
62540,2020-01-01,baseline_lancement
62541,2020-01-01,baseline_lancement
62542,2020-01-01,baseline_lancement
62548,2020-01-01,baseline_lancement
62549,2020-01-01,baseline_lancement
6287,2020-01-01,baseline_lancement
6291.20,2020-01-01,baseline_lancement
63,2020-01-01,baseline_lancement
64132,2020-01-01,baseline_lancement
64134,2020-01-01,baseline_lancement
64136,2020-01-01,baseline_lancement
64138,2020-01-01,baseline_lancement
64140,2020-01-01,baseline_lancement
64141,2020-01-01,baseline_lancement
6529,2020-01-01,baseline_lancement
6540,2020-01-01,baseline_lancement
6549,2020-01-01,baseline_lancement
65502,2020-01-01,baseline_lancement
65503,2020-01-01,baseline_lancement
65504,2020-01-01,baseline_lancement
65506,2020-01-01,baseline_lancement
65511,2020-01-01,baseline_lancement
668,2020-01-01,baseline_lancement
669,2020-01-01,baseline_lancement
673115,2020-01-01,baseline_lancement
673116,2020-01-01,baseline_lancement
673126,2020-01-01,baseline_lancement
68008,2020-01-01,baseline_lancement
68009,2020-01-01,baseline_lancement
68010,2020-01-01,baseline_lancement
68011,2020-01-01,baseline_lancement
68012,2020-01-01,baseline_lancement
68013,2020-01-01,baseline_lancement
68014,2020-01-01,baseline_lancement
68015,2020-01-01,baseline_lancement
68108,2020-01-01,baseline_lancement
68109,2020-01-01,baseline_lancement
68113,2020-01-01,baseline_lancement
68114,2020-01-01,baseline_lancement
68115,2020-01-01,baseline_lancement
68161,2020-01-01,baseline_lancement
68162,2020-01-01,baseline_lancement
68165,2020-01-01,baseline_lancement
68166,2020-01-01,baseline_lancement
68167,2020-01-01,baseline_lancement
68170,2020-01-01,baseline_lancement
68210,2020-01-01,baseline_lancement
68211,2020-01-01,baseline_lancement
68213,2020-01-01,baseline_lancement
68214,2020-01-01,baseline_lancement
68216,2020-01-01,baseline_lancement
68217,2020-01-01,baseline_lancement
68218,2020-01-01,baseline_lancement
68219,2020-01-01,baseline_lancement
68220,2020-01-01,baseline_lancement
68222,2020-01-01,baseline_lancement
68224,2020-01-01,baseline_lancement
68236,2020-01-01,baseline_lancement
68238,2020-01-01,baseline_lancement
6824,2020-01-01,baseline_lancement
68240,2020-01-01,baseline_lancement
68244,2020-01-01,baseline_lancement
68257,2020-01-01,baseline_lancement
68258,2020-01-01,baseline_lancement
68260,2020-01-01,baseline_lancement
68270,2020-01-01,baseline_lancement
68271,2020-01-01,baseline_lancement
68274,2020-01-01,baseline_lancement
68293,2020-01-01,baseline_lancement
68300,2020-01-01,baseline_lancement
68301,2020-01-01,baseline_lancement
68302,2020-01-01,baseline_lancement
68303,2020-01-01,baseline_lancement
68304,2020-01-01,baseline_lancement
68305,2020-01-01,baseline_lancement
68306,2020-01-01,baseline_lancement
68307,2020-01-01,baseline_lancement
68308,2020-01-01,baseline_lancement
68309,2020-01-01,baseline_lancement
68310,2020-01-01,baseline_lancement
68311,2020-01-01,baseline_lancement
68312,2020-01-01,baseline_lancement
68313,2020-01-01,baseline_lancement
68314,2020-01-01,baseline_lancement
68315,2020-01-01,baseline_lancement
68316,2020-01-01,baseline_lancement
68317,2020-01-01,baseline_lancement
68318,2020-01-01,baseline_lancement
68319,2020-01-01,baseline_lancement
68320,2020-01-01,baseline_lancement
68321,2020-01-01,baseline_lancement
68322,2020-01-01,baseline_lancement
68323,2020-01-01,baseline_lancement
68510,2020-01-01,baseline_lancement
68511,2020-01-01,baseline_lancement
68512,2020-01-01,baseline_lancement
68513,2020-01-01,baseline_lancement
68514,2020-01-01,baseline_lancement
68909,2020-01-01,baseline_lancement
68910,2020-01-01,baseline_lancement
69108,2020-01-01,baseline_lancement
69109,2020-01-01,baseline_lancement
69110,2020-01-01,baseline_lancement
69111,2020-01-01,baseline_lancement
69112,2020-01-01,baseline_lancement
69113,2020-01-01,baseline_lancement
69114,2020-01-01,baseline_lancement
7004.46.55,2020-01-01,baseline_lancement
7004.46.56,2020-01-01,baseline_lancement
7014.579,2020-01-01,baseline_lancement
7014.580,2020-01-01,baseline_lancement
7014.581,2020-01-01,baseline_lancement
7040.07.33,2020-01-01,baseline_lancement
7091.32.79,2020-01-01,baseline_lancement
7091.32.80,2020-01-01,baseline_lancement
7094.33.17,2020-01-01,baseline_lancement
7094.33.18,2020-01-01,baseline_lancement
7094.44.39,2020-01-01,baseline_lancement
7094.44.43,2020-01-01,baseline_lancement
7094.44.44,2020-01-01,baseline_lancement
7094.44.45,2020-01-01,baseline_lancement
7094.44.49,2020-01-01,baseline_lancement
7094.44.51,2020-01-01,baseline_lancement
7094.44.52,2020-01-01,baseline_lancement
7094.44.83,2020-01-01,baseline_lancement
7094.61.41,2020-01-01,baseline_lancement
7111C,2020-01-01,baseline_lancement
71160,2020-01-01,baseline_lancement
7118_35,2020-01-01,baseline_lancement
71252,2020-01-01,baseline_lancement
71253,2020-01-01,baseline_lancement
71260,2020-01-01,baseline_lancement
7133_24,2020-01-01,baseline_lancement
7134_24,2020-01-01,baseline_lancement
71530,2020-01-01,baseline_lancement
71532,2020-01-01,baseline_lancement
71533,2020-01-01,baseline_lancement
716,2020-01-01,baseline_lancement
71610,2020-01-01,baseline_lancement
71630,2020-01-01,baseline_lancement
71632,2020-01-01,baseline_lancement
71633,2020-01-01,baseline_lancement
71701,2020-01-01,baseline_lancement
71702,2020-01-01,baseline_lancement
71703,2020-01-01,baseline_lancement
71704,2020-01-01,baseline_lancement
71705,2020-01-01,baseline_lancement
71706,2020-01-01,baseline_lancement
71751,2020-01-01,baseline_lancement
71752,2020-01-01,baseline_lancement
71753,2020-01-01,baseline_lancement
71754,2020-01-01,baseline_lancement
71755,2020-01-01,baseline_lancement
71756,2020-01-01,baseline_lancement
71757,2020-01-01,baseline_lancement
71758,2020-01-01,baseline_lancement
71759,2020-01-01,baseline_lancement
71760,2020-01-01,baseline_lancement
71761,2020-01-01,baseline_lancement
71762,2020-01-01,baseline_lancement
71763,2020-01-01,baseline_lancement
71764,2020-01-01,baseline_lancement
71765,2020-01-01,baseline_lancement
71766,2020-01-01,baseline_lancement
71791,2020-01-01,baseline_lancement
71792,2020-01-01,baseline_lancement
71793,2020-01-01,baseline_lancement
71795,2020-01-01,baseline_lancement
718,2020-01-01,baseline_lancement
71906,2020-01-01,baseline_lancement
71908,2020-01-01,baseline_lancement
71910,2020-01-01,baseline_lancement
71912,2020-01-01,baseline_lancement
71913,2020-01-01,baseline_lancement
71915,2020-01-01,baseline_lancement
71920,2020-01-01,baseline_lancement
71922,2020-01-01,baseline_lancement
71923,2020-01-01,baseline_lancement
71930,2020-01-01,baseline_lancement
71932,2020-01-01,baseline_lancement
71943,2020-01-01,baseline_lancement
71944,2020-01-01,baseline_lancement
71945,2020-01-01,baseline_lancement
71946,2020-01-01,baseline_lancement
71950,2020-01-01,baseline_lancement
71953,2020-01-01,baseline_lancement
71960,2020-01-01,baseline_lancement
71963,2020-01-01,baseline_lancement
71990,2020-01-01,baseline_lancement
71991,2020-01-01,baseline_lancement
71992,2020-01-01,baseline_lancement
71993,2020-01-01,baseline_lancement
71996,2020-01-01,baseline_lancement
72092,2020-01-01,baseline_lancement
72093,2020-01-01,baseline_lancement
72094,2020-01-01,baseline_lancement
72099,2020-01-01,baseline_lancement
721,2020-01-01,baseline_lancement
722,2020-01-01,baseline_lancement
7359,2020-01-01,baseline_lancement
743,2020-01-01,baseline_lancement
75385,2020-01-01,baseline_lancement
75389,2020-01-01,baseline_lancement
75391,2020-01-01,baseline_lancement
75404,2020-01-01,baseline_lancement
75409,2020-01-01,baseline_lancement
75483,2020-01-01,baseline_lancement
75484,2020-01-01,baseline_lancement
75486,2020-01-01,baseline_lancement
75495,2020-01-01,baseline_lancement
75499,2020-01-01,baseline_lancement
75715,2020-01-01,baseline_lancement
75716,2020-01-01,baseline_lancement
75722,2020-01-01,baseline_lancement
75723,2020-01-01,baseline_lancement
7617540,2020-01-01,baseline_lancement
762,2020-01-01,baseline_lancement
768,2020-01-01,baseline_lancement
769,2020-01-01,baseline_lancement
770,2020-01-01,baseline_lancement
772,2020-01-01,baseline_lancement
7775,2020-01-01,baseline_lancement
780,2020-01-01,baseline_lancement
78088,2020-01-01,baseline_lancement
7817,2020-01-01,baseline_lancement
7819,2020-01-01,baseline_lancement
78650,2020-01-01,baseline_lancement
78652,2020-01-01,baseline_lancement
79102,2020-01-01,baseline_lancement
79110,2020-01-01,baseline_lancement
79114,2020-01-01,baseline_lancement
79116,2020-01-01,baseline_lancement
79304,2020-01-01,baseline_lancement
79306,2020-01-01,baseline_lancement
79314,2020-01-01,baseline_lancement
79316,2020-01-01,baseline_lancement
79699,2020-01-01,baseline_lancement
79799,2020-01-01,baseline_lancement
8143ASS,2020-01-01,baseline_lancement
81599,2020-01-01,baseline_lancement
816,2020-01-01,baseline_lancement
8167900,2020-01-01,baseline_lancement
81958,2020-01-01,baseline_lancement
81999,2020-01-01,baseline_lancement
82199,2020-01-01,baseline_lancement
826,2020-01-01,baseline_lancement
828,2020-01-01,baseline_lancement
830,2020-01-01,baseline_lancement
8301970,2020-01-01,baseline_lancement
83098,2020-01-01,baseline_lancement
83099,2020-01-01,baseline_lancement
830_40,2020-01-01,baseline_lancement
83150,2020-01-01,baseline_lancement
832,2020-01-01,baseline_lancement
833_40,2020-01-01,baseline_lancement
833_50,2020-01-01,baseline_lancement
834,2020-01-01,baseline_lancement
83499,2020-01-01,baseline_lancement
83599,2020-01-01,baseline_lancement
836,2020-01-01,baseline_lancement
838,2020-01-01,baseline_lancement
83899,2020-01-01,baseline_lancement
83999,2020-01-01,baseline_lancement
84399,2020-01-01,baseline_lancement
84898,2020-01-01,baseline_lancement
84899,2020-01-01,baseline_lancement
84975,2020-01-01,baseline_lancement
8672,2020-01-01,baseline_lancement
870,2020-01-01,baseline_lancement
878,2020-01-01,baseline_lancement
88.4873.5,2020-01-01,baseline_lancement
880,2020-01-01,baseline_lancement
88004,2020-01-01,baseline_lancement
88006,2020-01-01,baseline_lancement
88008,2020-01-01,baseline_lancement
88010,2020-01-01,baseline_lancement
88104,2020-01-01,baseline_lancement
88106,2020-01-01,baseline_lancement
88108,2020-01-01,baseline_lancement
88110,2020-01-01,baseline_lancement
88983,2020-01-01,baseline_lancement
88988,2020-01-01,baseline_lancement
89383,2020-01-01,baseline_lancement
89388,2020-01-01,baseline_lancement
894691,2020-01-01,baseline_lancement
89940,2020-01-01,baseline_lancement
89941,2020-01-01,baseline_lancement
89942,2020-01-01,baseline_lancement
89944,2020-01-01,baseline_lancement
89946,2020-01-01,baseline_lancement
89947,2020-01-01,baseline_lancement
89950,2020-01-01,baseline_lancement
89951,2020-01-01,baseline_lancement
89952,2020-01-01,baseline_lancement
89953,2020-01-01,baseline_lancement
89954,2020-01-01,baseline_lancement
89955,2020-01-01,baseline_lancement
89995,2020-01-01,baseline_lancement
89998,2020-01-01,baseline_lancement
89999,2020-01-01,baseline_lancement
9005BOIS,2020-01-01,baseline_lancement
901011.02.00,2020-01-01,baseline_lancement
901020.02,2020-01-01,baseline_lancement
90106,2020-01-01,baseline_lancement
90108,2020-01-01,baseline_lancement
9023,2020-01-01,baseline_lancement
90405,2020-01-01,baseline_lancement
90408,2020-01-01,baseline_lancement
90410,2020-01-01,baseline_lancement
90430,2020-01-01,baseline_lancement
90432,2020-01-01,baseline_lancement
90436,2020-01-01,baseline_lancement
90438,2020-01-01,baseline_lancement
90440,2020-01-01,baseline_lancement
90442,2020-01-01,baseline_lancement
90445,2020-01-01,baseline_lancement
90447,2020-01-01,baseline_lancement
90448,2020-01-01,baseline_lancement
9045,2020-01-01,baseline_lancement
90460,2020-01-01,baseline_lancement
90501,2020-01-01,baseline_lancement
90502,2020-01-01,baseline_lancement
90503,2020-01-01,baseline_lancement
90573,2020-01-01,baseline_lancement
90578,2020-01-01,baseline_lancement
90650,2020-01-01,baseline_lancement
90655,2020-01-01,baseline_lancement
90683,2020-01-01,baseline_lancement
90688,2020-01-01,baseline_lancement
90761,2020-01-01,baseline_lancement
90762,2020-01-01,baseline_lancement
90763,2020-01-01,baseline_lancement
90794,2020-01-01,baseline_lancement
91010.80.20,2020-01-01,baseline_lancement
91050.00.15,2020-01-01,baseline_lancement
910_20,2020-01-01,baseline_lancement
91340,2020-01-01,baseline_lancement
91341,2020-01-01,baseline_lancement
91342,2020-01-01,baseline_lancement
91343,2020-01-01,baseline_lancement
91350,2020-01-01,baseline_lancement
91351,2020-01-01,baseline_lancement
91354,2020-01-01,baseline_lancement
91355,2020-01-01,baseline_lancement
9136557,2020-01-01,baseline_lancement
9137564,2020-01-01,baseline_lancement
9138571,2020-01-01,baseline_lancement
91399,2020-01-01,baseline_lancement
9141595,2020-01-01,baseline_lancement
91483,2020-01-01,baseline_lancement
91493,2020-01-01,baseline_lancement
91495,2020-01-01,baseline_lancement
91498,2020-01-01,baseline_lancement
91500,2020-01-01,baseline_lancement
9154625,2020-01-01,baseline_lancement
91781,2020-01-01,baseline_lancement
91782,2020-01-01,baseline_lancement
91785,2020-01-01,baseline_lancement
91790,2020-01-01,baseline_lancement
91792,2020-01-01,baseline_lancement
91797,2020-01-01,baseline_lancement
91798,2020-01-01,baseline_lancement
91799,2020-01-01,baseline_lancement
91906,2020-01-01,baseline_lancement
91910,2020-01-01,baseline_lancement
9203.49,2020-01-01,baseline_lancement
920_70,2020-01-01,baseline_lancement
92126,2020-01-01,baseline_lancement
9213.30,2020-01-01,baseline_lancement
92131,2020-01-01,baseline_lancement
92133,2020-01-01,baseline_lancement
92134,2020-01-01,baseline_lancement
92135,2020-01-01,baseline_lancement
92138,2020-01-01,baseline_lancement
92139,2020-01-01,baseline_lancement
92142,2020-01-01,baseline_lancement
922,2020-01-01,baseline_lancement
9235165,2020-01-01,baseline_lancement
92399,2020-01-01,baseline_lancement
9258417,2020-01-01,baseline_lancement
9261431,2020-01-01,baseline_lancement
9287639,2020-01-01,baseline_lancement
9292660,2020-01-01,baseline_lancement
9297752,2020-01-01,baseline_lancement
9297769,2020-01-01,baseline_lancement
930,2020-01-01,baseline_lancement
932,2020-01-01,baseline_lancement
93210,2020-01-01,baseline_lancement
9406117,2020-01-01,baseline_lancement
9408162,2020-01-01,baseline_lancement
94299,2020-01-01,baseline_lancement
9439865,2020-01-01,baseline_lancement
9442974,2020-01-01,baseline_lancement
9460121,2020-01-01,baseline_lancement
9464190,2020-01-01,baseline_lancement
9464206,2020-01-01,baseline_lancement
9484497,2020-01-01,baseline_lancement
9490503,2020-01-01,baseline_lancement
950_70,2020-01-01,baseline_lancement
9510_6,2020-01-01,baseline_lancement
9510_8,2020-01-01,baseline_lancement
9511_15,2020-01-01,baseline_lancement
9511_2,2020-01-01,baseline_lancement
957,2020-01-01,baseline_lancement
95899,2020-01-01,baseline_lancement
96099,2020-01-01,baseline_lancement
96326,2020-01-01,baseline_lancement
96659.02,2020-01-01,baseline_lancement
96668.02,2020-01-01,baseline_lancement
9693425,2020-01-01,baseline_lancement
97195,2020-01-01,baseline_lancement
97199,2020-01-01,baseline_lancement
972,2020-01-01,baseline_lancement
9753531,2020-01-01,baseline_lancement
97617,2020-01-01,baseline_lancement
98254,2020-01-01,baseline_lancement
98260,2020-01-01,baseline_lancement
98288,2020-01-01,baseline_lancement
98314,2020-01-01,baseline_lancement
98371,2020-01-01,baseline_lancement
98372,2020-01-01,baseline_lancement
98376,2020-01-01,baseline_lancement
98380,2020-01-01,baseline_lancement
98384,2020-01-01,baseline_lancement
98385,2020-01-01,baseline_lancement
98388,2020-01-01,baseline_lancement
98389,2020-01-01,baseline_lancement
98390,2020-01-01,baseline_lancement
98391,2020-01-01,baseline_lancement
98392,2020-01-01,baseline_lancement
98405,2020-01-01,baseline_lancement
98406,2020-01-01,baseline_lancement
98410,2020-01-01,baseline_lancement
98412,2020-01-01,baseline_lancement
98414,2020-01-01,baseline_lancement
98416,2020-01-01,baseline_lancement
98417,2020-01-01,baseline_lancement
98419,2020-01-01,baseline_lancement
98421,2020-01-01,baseline_lancement
98422,2020-01-01,baseline_lancement
98423,2020-01-01,baseline_lancement
98424,2020-01-01,baseline_lancement
98471,2020-01-01,baseline_lancement
98473,2020-01-01,baseline_lancement
98483,2020-01-01,baseline_lancement
98484,2020-01-01,baseline_lancement
98485,2020-01-01,baseline_lancement
98486,2020-01-01,baseline_lancement
98491,2020-01-01,baseline_lancement
98494,2020-01-01,baseline_lancement
98497,2020-01-01,baseline_lancement
98511,2020-01-01,baseline_lancement
98512,2020-01-01,baseline_lancement
98514,2020-01-01,baseline_lancement
98516,2020-01-01,baseline_lancement
98519,2020-01-01,baseline_lancement
98521,2020-01-01,baseline_lancement
98523,2020-01-01,baseline_lancement
98525,2020-01-01,baseline_lancement
98529,2020-01-01,baseline_lancement
98532,2020-01-01,baseline_lancement
98534,2020-01-01,baseline_lancement
98536,2020-01-01,baseline_lancement
98543,2020-01-01,baseline_lancement
98544,2020-01-01,baseline_lancement
98548,2020-01-01,baseline_lancement
98550,2020-01-01,baseline_lancement
98552,2020-01-01,baseline_lancement
98578,2020-01-01,baseline_lancement
98582,2020-01-01,baseline_lancement
98590,2020-01-01,baseline_lancement
98592,2020-01-01,baseline_lancement
98596,2020-01-01,baseline_lancement
98599,2020-01-01,baseline_lancement
98613,2020-01-01,baseline_lancement
98622,2020-01-01,baseline_lancement
98623,2020-01-01,baseline_lancement
98624,2020-01-01,baseline_lancement
98634,2020-01-01,baseline_lancement
98635,2020-01-01,baseline_lancement
98636,2020-01-01,baseline_lancement
98637,2020-01-01,baseline_lancement
98648,2020-01-01,baseline_lancement
98651,2020-01-01,baseline_lancement
98735,2020-01-01,baseline_lancement
98736,2020-01-01,baseline_lancement
98761,2020-01-01,baseline_lancement
98766,2020-01-01,baseline_lancement
98780,2020-01-01,baseline_lancement
98823,2020-01-01,baseline_lancement
98832,2020-01-01,baseline_lancement
98833,2020-01-01,baseline_lancement
98834,2020-01-01,baseline_lancement
98835,2020-01-01,baseline_lancement
98840,2020-01-01,baseline_lancement
98866,2020-01-01,baseline_lancement
98867,2020-01-01,baseline_lancement
98873,2020-01-01,baseline_lancement
98876,2020-01-01,baseline_lancement
98877,2020-01-01,baseline_lancement
98878,2020-01-01,baseline_lancement
98889,2020-01-01,baseline_lancement
98897,2020-01-01,baseline_lancement
9890088,2020-01-01,baseline_lancement
98903,2020-01-01,baseline_lancement
98919,2020-01-01,baseline_lancement
98920,2020-01-01,baseline_lancement
98921,2020-01-01,baseline_lancement
98924,2020-01-01,baseline_lancement
98925,2020-01-01,baseline_lancement
98926,2020-01-01,baseline_lancement
98931,2020-01-01,baseline_lancement
9893118,2020-01-01,baseline_lancement
98950,2020-01-01,baseline_lancement
98958,2020-01-01,baseline_lancement
98963,2020-01-01,baseline_lancement
98966,2020-01-01,baseline_lancement
98973,2020-01-01,baseline_lancement
98974,2020-01-01,baseline_lancement
98975,2020-01-01,baseline_lancement
98976,2020-01-01,baseline_lancement
98977,2020-01-01,baseline_lancement
98986,2020-01-01,baseline_lancement
98998,2020-01-01,baseline_lancement
99002,2020-01-01,baseline_lancement
99009,2020-01-01,baseline_lancement
99016,2020-01-01,baseline_lancement
99025,2020-01-01,baseline_lancement
990273,2020-01-01,baseline_lancement
99030,2020-01-01,baseline_lancement
990434,2020-01-01,baseline_lancement
990476,2020-01-01,baseline_lancement
99056,2020-01-01,baseline_lancement
99057,2020-01-01,baseline_lancement
99060,2020-01-01,baseline_lancement
99070,2020-01-01,baseline_lancement
992521,2020-01-01,baseline_lancement
994314,2020-01-01,baseline_lancement
994323,2020-01-01,baseline_lancement
994414,2020-01-01,baseline_lancement
994471,2020-01-01,baseline_lancement
A1001,2020-01-01,baseline_lancement
A1001.06,2020-01-01,baseline_lancement
A1001.09,2020-01-01,baseline_lancement
A1001.16,2020-01-01,baseline_lancement
A1001.25,2020-01-01,baseline_lancement
A1007,2020-01-01,baseline_lancement
A28C-XS,2020-01-01,baseline_lancement
A5010,2020-01-01,baseline_lancement
A5020,2020-01-01,baseline_lancement
